lng,lat,codigo,nombre,dept,muni
-89.4653888888889,13.97925,10230,COMPLEJO EDUCATIVO ELISA MEDINA VIUDA DE GARDINER,SANTA ANA,COATEPEQUE
-89.4496388888889,13.8444166666667,10231,CENTRO ESCOLAR MARCELINA VDA DE GRANILLO,SANTA ANA,COATEPEQUE
-89.4710833333333,13.8314722222222,20035,LICEO CRISTIANO REVERENDO JUAN BUENO DEL CANTON EL TINTERAL,SANTA ANA,COATEPEQUE
-89.4140555555556,13.9611111111111,62003,CENTRO ESCOLAR CASERIO EL MARAÑON CANTON SOLIMAN,SANTA ANA,COATEPEQUE
-89.4725,13.9167222222222,62004,"CENTRO ESCOLAR CASERIO LAS MARIAS, CANTON CERRO DE HUIZILTEPEQUE",SANTA ANA,COATEPEQUE
-89.4395833333333,13.9396944444444,62005,CENTRO ESCOLAR CANTON LAS PILETAS,SANTA ANA,COATEPEQUE
-89.4787777777778,13.9379444444444,62006,CENTRO ESCOLAR CASERIO LUISIANA,SANTA ANA,COATEPEQUE
-89.4510555555556,13.9908055555556,62007,"CENTRO ESCOLAR CASERIO EL ROSARIO, CANTON EL RESBALADERO",SANTA ANA,COATEPEQUE
-89.4388888888889,13.9582777777778,86159,"CENTRO ESCOLAR CASERIO VENECIA, CANTON PILETAS",SANTA ANA,COATEPEQUE
-89.6735555555556,13.9738611111111,10236,CENTRO ESCOLAR COLONIA TAZUMAL,SANTA ANA,CHALCHUAPA
-89.4235555555556,13.9472777777778,86289,CENTRO ESCOLAR CANTON SOLIMAN,SANTA ANA,COATEPEQUE
-89.4080833333333,13.9805833333333,86466,CENTRO ESCOLAR CANTON SAN FELIPE,SANTA ANA,COATEPEQUE
-89.4640555555556,13.8981388888889,86467,CENTRO ESCOLAR CANTON EL JUNQUILLO,SANTA ANA,COATEPEQUE
-89.4684652328491,13.9738965126008,88122,COMPLEJO EDUCATIVO CATOLICO EL PROGRESO,SANTA ANA,COATEPEQUE
-89.5016944444444,13.9270277777778,88146,CENTRO ESCOLAR CATOLICO JUAN PABLO II,SANTA ANA,COATEPEQUE
-89.6903611111111,13.9763333333333,10233,CENTRO ESCOLAR COLONIA LA MIELERA,SANTA ANA,CHALCHUAPA
-89.7261388888889,14.0552777777778,10234,CENTRO ESCOLAR CASERIO LOMAS DEL COCO,SANTA ANA,CHALCHUAPA
-89.6735555555556,13.9738611111111,10237,CENTRO ESCOLAR COLONIA SANTA ELENITA,SANTA ANA,CHALCHUAPA
-89.6735,13.9838055555556,10239,INSTITUTO NACIONAL JORGE ELISEO AZUCENA ORTEGA,SANTA ANA,CHALCHUAPA
-89.7064444444444,14.035,10240,CENTRO ESCOLAR COOPERATIVA EL MANGUITO CANTON LA MAGDALENA,SANTA ANA,CHALCHUAPA
-89.6460555555556,13.8820277777778,10242,CENTRO ESCOLAR CANTON BUENOS AIRES,SANTA ANA,CHALCHUAPA
-89.6570555555556,13.9111388888889,10243,CENTRO ESCOLAR DOCTOR JOSE MARIA VIDES,SANTA ANA,CHALCHUAPA
-89.6507222222222,13.9756388888889,10244,CENTRO ESCOLAR CANTON SAN JOSE,SANTA ANA,CHALCHUAPA
-89.7171666666667,14.01525,10245,CENTRO ESCOLAR CANTON SAN SEBASTIAN,SANTA ANA,CHALCHUAPA
-89.6860555555556,13.9706111111111,10247,CENTRO ESCOLAR CANTON LA LIBERTAD,SANTA ANA,CHALCHUAPA
-89.6854010965559,13.9733441067519,10249,CENTRO ESCOLAR COLONIA SANTA CRUZ,SANTA ANA,CHALCHUAPA
-89.7248611111111,14.0458333333333,10250,"COMPLEJO EDUCATIVO CASERIO SAN NICOLAS, CANTON LA MAGDALENA",SANTA ANA,CHALCHUAPA
-89.6446944444445,13.9183055555556,10251,CENTRO ESCOLAR CASERIO SAN JORGE,SANTA ANA,CHALCHUAPA
-89.6936944444444,14.0711666666667,10252,"CENTRO ESCOLAR CASERIO SAN CRISTOBAL, CANTON LA MAGDALENA",SANTA ANA,CHALCHUAPA
-89.6865277777778,14.0379166666667,10253,"CENTRO ESCOLAR CASERIO SAN LUIS, CANTON LA MAGDALENA",SANTA ANA,CHALCHUAPA
-89.7100277777778,14.0963888888889,10254,CENTRO ESCOLAR CANTON EL TANQUE,SANTA ANA,CHALCHUAPA
-89.7143055555556,14.0743055555556,10256,COMPLEJO EDUCATIVO CANTON EL COCO,SANTA ANA,CHALCHUAPA
-89.70175,13.9341666666667,10267,CENTRO ESCOLAR CANTON EL ARADO,SANTA ANA,CHALCHUAPA
-89.7143055555556,14.0743055555556,10257,CENTRO ESCOLAR CANTON GALEANO,SANTA ANA,CHALCHUAPA
-89.6753333333333,13.9836666666667,10268,CENTRO ESCOLAR FRANCISCO IGNACIO CORDERO,SANTA ANA,CHALCHUAPA
-89.6966388888889,14.0231944444444,10258,"CENTRO ESCOLAR HACIENDA EL NAZARENO, CANTON LA MAGDALENA",SANTA ANA,CHALCHUAPA
-89.7005833333333,14.0426666666667,10262,COMPLEJO EDUCATIVO CANTON LA MAGDALENA,SANTA ANA,CHALCHUAPA
-89.66775,13.9736666666667,10263,CENTRO ESCOLAR PROFESOR SERGIO OVIDIO GARCIA,SANTA ANA,CHALCHUAPA
-89.6385277777778,13.9335,10265,CENTRO ESCOLAR ALICIA ORTIZ VIUDA DE FLORES,SANTA ANA,CHALCHUAPA
-89.6691944444444,13.96575,10266,"CENTRO ESCOLAR ALFREDO ESPINO, CANTON LAS FLORES",SANTA ANA,CHALCHUAPA
-89.6805,13.9846111111111,10270,CENTRO ESCOLAR SIMON BOLIVAR,SANTA ANA,CHALCHUAPA
-89.68375,13.9873055555556,10271,COMPLEJO EDUCATIVO BENITO JUAREZ,SANTA ANA,CHALCHUAPA
-89.6792777777778,13.9825,10272,CENTRO ESCOLAR GENERAL SALVADOR CASTANEDA CASTRO,SANTA ANA,CHALCHUAPA
-89.67325,13.9856666666667,10273,CENTRO ESCOLAR DOCTOR RANULFO CASTRO,SANTA ANA,CHALCHUAPA
-89.6821666666667,13.9852222222222,10274,ESCUELA DE EDUCACION PARVULARIA GABRIELA MISTRAL,SANTA ANA,CHALCHUAPA
-89.7097601175537,14.0539420930464,10380,ESCUELA CRISTIANA CANTON LA MAGDALENA,SANTA ANA,CHALCHUAPA
-89.6795,13.9853888888889,11524,ESCUELA DE EDUCACION PARVULARIA GUARDERIA MUNICIPAL,SANTA ANA,CHALCHUAPA
-89.6686944444445,13.9818888888889,14843,CENTRO ESCOLAR COLONIA LAGUNA SECA,SANTA ANA,CHALCHUAPA
-89.6792222222222,13.98275,20041,"COLEGIO CRISTIANO ""PROFESOR JUSTO GONZALEZ CARRASCO""",SANTA ANA,CHALCHUAPA
-89.6799722222222,13.9810555555556,20042,CENTRO DE ENSEÑANZA PEDAGOGICO SEÑORITA CRUZ CASTRO GUEVARA,SANTA ANA,CHALCHUAPA
-89.6805833333333,13.9877777777778,20045,LICEO TECNICO EN COMERCIO Y ADMINISTRACION JUAN NAPIER,SANTA ANA,CHALCHUAPA
-89.6786111111111,14.0216666666667,62014,CENTRO ESCOLAR CASERIO LOTIFICACION SAN IGNACIO CANTON GALEANO,SANTA ANA,CHALCHUAPA
-89.6788611111111,13.9788055555556,21513,COLEGIO EL MARAVILLOSO MUNDO DE JUGUETE,SANTA ANA,CHALCHUAPA
-89.7239722222222,14.0949166666667,60196,"CENTRO ESCOLAR CASERIO EL AMATON, CANTON EL TANQUE",SANTA ANA,CHALCHUAPA
-89.6993888888889,13.9460277777778,60197,CENTRO ESCOLAR CANTON ZACAMIL,SANTA ANA,CHALCHUAPA
-89.7057777777778,13.90125,62009,"CENTRO ESCOLAR CANTON ""OJO DE AGUA""",SANTA ANA,CHALCHUAPA
-89.6767777777778,14.0651666666667,62011,"CENTRO ESCOLAR CASERIO EL PITAL, CANTON LA MAGDALENA",SANTA ANA,CHALCHUAPA
-89.7014722222222,14.1153611111111,62012,CENTRO ESCOLAR CASERIO SAN ISIDRO CANTON EL TANQUE,SANTA ANA,CHALCHUAPA
-89.6913055555556,14.1481111111111,62013,CENTRO ESCOLAR CASERIO SABANETAS CANTON EL PASTE,SANTA ANA,CHALCHUAPA
-89.7061944444444,14.1296388888889,62097,CENTRO ESCOLAR CANTON EL PASTE,SANTA ANA,CHALCHUAPA
-89.6587222222222,13.9397777777778,86152,CENTRO ESCOLAR CANTON EL PORVENIR JOCOTILLO,SANTA ANA,CHALCHUAPA
-89.6610833333333,13.9665,86153,CENTRO ESCOLAR CASERIO SAN ALBERTO,SANTA ANA,CHALCHUAPA
-89.7091666666667,14.0555277777778,86154,"CENTRO ESCOLAR CASERIO EL MILAGRO, CANTON EL COCO",SANTA ANA,CHALCHUAPA
-89.7088055555556,14.1406666666667,86293,"CENTRO ESCOLAR CASERIO PALO VERDE, CANTON EL PASTE",SANTA ANA,CHALCHUAPA
-89.5013333333333,13.9025833333333,10285,CENTRO ESCOLAR UNION CENTROAMERICANA,SANTA ANA,EL CONGO
-89.4999166666667,13.8487777777778,10279,CENTRO ESCOLAR CANTON EL RODEO,SANTA ANA,EL CONGO
-89.5206111111111,13.85525,10280,CENTRO ESCOLAR HACIENDA EL PORVENIR CANTON LOS PINOS,SANTA ANA,EL CONGO
-89.6804722222222,13.9822777777778,88009,ESCUELA DE EDUCACION PARVULARIA CATOLICA MARIA AUXILIADORA,SANTA ANA,CHALCHUAPA
-89.4933055555556,13.90975,10221,COMPLEJO EDUCATIVO ANSELMA SANCHEZ DE MANCIA,SANTA ANA,EL CONGO
-89.5230833333333,13.8818055555556,10275,CENTRO ESCOLAR CANTON LA LAGUNA,SANTA ANA,EL CONGO
-89.4966388888889,13.8878888888889,10276,CENTRO ESCOLAR CANTON EL GUINEO,SANTA ANA,EL CONGO
-89.51175,13.8246388888889,10278,COMPLEJO EDUCATIVO CANTON LA PRESA,SANTA ANA,EL CONGO
-89.4811944444444,13.8456388888889,10281,CENTRO ESCOLAR CANTON EL PEZOTE,SANTA ANA,EL CONGO
-89.46575,13.7831388888889,10282,CENTRO ESCOLAR CASERIO EL PALOMAR CANTON LA PRESA,SANTA ANA,EL CONGO
-89.4929722222222,13.9068888888889,10283,INSTITUTO NACIONAL DE EL CONGO,SANTA ANA,EL CONGO
-89.4945555555556,13.9058333333333,10284,CENTRO ESCOLAR EL CONGO,SANTA ANA,EL CONGO
-89.6516774934133,14.0999382179951,10293,CENTRO ESCOLAR CANTON LA ARENERA,SANTA ANA,EL PORVENIR
-89.4999166666667,13.904,10286,ESCUELA DE EDUCACION PARVULARIA DE EL CONGO,SANTA ANA,EL CONGO
-89.5526388888889,13.8286944444444,10287,CENTRO ESCOLAR CANTON MONTEBELLO,SANTA ANA,EL CONGO
-89.5067222222222,13.868,10288,"CENTRO ESCOLAR ALFREDO ESPINO, CANTON SAN JOSE LAS FLORES",SANTA ANA,EL CONGO
-89.4983611111111,13.9059722222222,21272,COLEGIO ALFRED BINET,SANTA ANA,EL CONGO
-89.5093055555556,13.8573888888889,62015,CENTRO ESCOLAR CASERIO EL ROSARIO CANTON SAN JOSE LAS FLORES,SANTA ANA,EL CONGO
-89.52025,13.8650277777778,62016,CENTRO ESCOLAR CASERIO MONTERREY CANTON LA LAGUNA,SANTA ANA,EL CONGO
-89.6255810522503,14.0540803583904,10289,"CENTRO ESCOLAR CASERIO EL CERRON, CANTON SAN CRISTOBAL",SANTA ANA,EL PORVENIR
-89.6451450848049,14.0186550490284,10291,COMPLEJO EDUCATIVO PADRE VICENTE AGUILAR,SANTA ANA,EL PORVENIR
-89.6655942463345,14.0180877415787,10292,CENTRO ESCOLAR CANTON SAN JUAN CHIQUITO,SANTA ANA,EL PORVENIR
-89.6551643651326,14.0394424519176,10294,CENTRO ESCOLAR CANTON SANTA ROSA SENCA,SANTA ANA,EL PORVENIR
-89.6399079602559,14.0462910468341,60198,CENTRO ESCOLAR CANTON SAN CRISTOBAL,SANTA ANA,EL PORVENIR
-89.6351111111111,14.0109444444444,62017,CENTRO ESCOLAR CANTON EL ROSARIO,SANTA ANA,EL PORVENIR
-89.4291388888889,14.1918888888889,10295,COMPLEJO EDUCATIVO MASAHUAT,SANTA ANA,MASAHUAT
-89.4172222222222,14.1961111111111,62018,CENTRO ESCOLAR CASERIO CERRO LAS FLORES CANTON EL CARMEN,SANTA ANA,MASAHUAT
-89.4187777777778,14.1788611111111,62019,"CENTRO ESCOLAR CASERIO AGUA FRIA, CANTON EL CARMEN",SANTA ANA,MASAHUAT
-89.4260277777778,14.1810555555556,62020,CENTRO ESCOLAR CANTON EL CARMEN,SANTA ANA,MASAHUAT
-89.3898888888889,14.1796944444444,62021,"CENTRO ESCOLAR CASERIO EL RODEO, CANTON LA JOYA",SANTA ANA,MASAHUAT
-89.3776111111111,14.1568611111111,62022,CENTRO ESCOLAR CASERIO CHILIN DE ARGUETA CANTON LA JOYA,SANTA ANA,MASAHUAT
-89.3746111111111,14.168,62023,CENTRO ESCOLAR CANTON LA JOYA,SANTA ANA,MASAHUAT
-89.3746111111111,14.168,62024,"CENTRO ESCOLAR CASERIO EL CARRIZAL, CANTON LA RUDA",SANTA ANA,MASAHUAT
-89.4080277777778,14.1486111111111,62025,"CENTRO ESCOLAR CASERIO LA RUDITA, CANTON LA RUDA",SANTA ANA,MASAHUAT
-89.4056944444444,14.1759722222222,62026,CENTRO ESCOLAR PROFESORA SUSANA IVONN MARTINEZ ARANA,SANTA ANA,MASAHUAT
-89.4030277777778,14.1577222222222,62027,CENTRO ESCOLAR CANTON LA RUDA,SANTA ANA,MASAHUAT
-89.4463333333333,14.1769722222222,62028,"CENTRO ESCOLAR CASERIO LAS ALMOHADAS, CANTON SAN SEBASTIAN",SANTA ANA,MASAHUAT
-89.4328611111111,14.1828888888889,62029,CENTRO ESCOLAR CANTON SAN SEBASTIAN,SANTA ANA,MASAHUAT
-89.4101111111111,14.1348333333333,62030,CENTRO ESCOLAR CANTON HONDURITAS,SANTA ANA,MASAHUAT
-89.4445833333333,14.3314444444444,10106,CENTRO ESCOLAR FUNDACION CESSA,SANTA ANA,METAPÁN
-89.4428266763916,14.3292254244627,10298,CENTRO ESCOLAR JARDIN INFANTIL METAPANECO ZOILA TENAS DE FIGUEROA,SANTA ANA,METAPÁN
-89.4078888888889,14.2546388888889,10299,"CENTRO ESCOLAR CASERIO BUENOS AIRES, CANTON SAN ANTONIO LA JUNTA",SANTA ANA,METAPÁN
-89.3628333333333,14.2938611111111,10307,"CENTRO ESCOLAR CASERIO SAN JUAN ARRIBA , CANTON SAN JUAN",SANTA ANA,METAPÁN
-89.4416666666667,14.3789722222222,10309,"CENTRO ESCOLAR CASERIO EL CARMEN, CANTON EL PANAL",SANTA ANA,METAPÁN
-89.4494166666667,14.3389722222222,10311,INSTITUTO NACIONAL BENJAMIN ESTRADA VALIENTE,SANTA ANA,METAPÁN
-89.3715555555555,14.3393333333333,10314,"CENTRO ESCOLAR CASERIO LAS TAPIAS, CANTON CAÑAS DULCES",SANTA ANA,METAPÁN
-89.3845,14.3407222222222,10318,CENTRO ESCOLAR CASERIO LOS LLANITOS CANTON SANTA RITA,SANTA ANA,METAPÁN
-89.4457777777778,14.3206944444444,10319,CENTRO ESCOLAR REPUBLICA DE TURQUIA,SANTA ANA,METAPÁN
-89.55975,14.3687777777778,10320,CENTRO ESCOLAR CANTON MATALAPA,SANTA ANA,METAPÁN
-89.5080833333333,14.4002222222222,10323,CENTRO ESCOLAR CASERIO EL DESPOBLADO CANTON MALPASO,SANTA ANA,METAPÁN
-89.5764722222222,14.3716944444444,10325,"CENTRO ESCOLAR CASERIO SANTA INES, CANTON MATALAPA",SANTA ANA,METAPÁN
-89.4755,14.22625,10326,CENTRO ESCOLAR CENTRAL GUAJOYO,SANTA ANA,METAPÁN
-89.3476833582154,14.2555851642626,10327,CENTRO ESCOLAR CANTON CUYUISCAT,SANTA ANA,METAPÁN
-89.3499149561158,14.2669088050499,10328,CENTRO ESCOLAR CANTON LA CEIBITA,SANTA ANA,METAPÁN
-89.3841493253708,14.2357084322656,10329,CENTRO ESCOLAR CANTON LA ISLA,SANTA ANA,METAPÁN
-89.4533888888889,14.3521111111111,10331,CENTRO ESCOLAR JOSE ANTONIO CASTRO VILLALOBOS,SANTA ANA,METAPÁN
-89.4951666666667,14.3526388888889,10334,CENTRO ESCOLAR CASERIO EL COLORADO CANTON LA JOYA,SANTA ANA,METAPÁN
-89.4178055555556,14.4058611111111,10335,CENTRO ESCOLAR CANTON EL LIMO,SANTA ANA,METAPÁN
-89.3770252496932,14.2243000683337,10336,CENTRO ESCOLAR CASERIO EL AHOGADO CANTON LA ISLA,SANTA ANA,METAPÁN
-89.4366111111111,14.3319166666667,10338,CENTRO ESCOLAR REPUBLICA FEDERADA CENTROAMERICANA,SANTA ANA,METAPÁN
-89.3533888888889,14.3339722222222,10341,CENTRO ESCOLAR CANTON SAN MIGUEL INGENIO,SANTA ANA,METAPÁN
-89.4445,14.3651666666667,10343,CENTRO ESCOLAR HUMBERTO PARADA SANDOVAL,SANTA ANA,METAPÁN
-89.4243611111111,14.3499722222222,10344,CENTRO ESCOLAR FRANCISCO JAVIER GARCIA,SANTA ANA,METAPÁN
-89.4000277777778,14.3263611111111,10345,CENTRO ESCOLAR CANTON SANTA RITA,SANTA ANA,METAPÁN
-89.4000277777778,14.3263611111111,10347,CENTRO ESCOLAR CANTON MALPASO,SANTA ANA,METAPÁN
-89.4670277777778,14.3558333333333,10348,CENTRO ESCOLAR CASERIO EL JICARO CANTON EL PANAL,SANTA ANA,METAPÁN
-89.4380555555556,14.3901666666667,10350,CENTRO ESCOLAR JESUS CORLETO VALIENTE,SANTA ANA,METAPÁN
-89.4961111111111,14.2093611111111,10353,"CENTRO ESCOLAR CASERIO SAN FRANCISCO, CANTON BELEN GUIJAT",SANTA ANA,METAPÁN
-89.4409722222222,14.2376666666667,10355,"CENTRO ESCOLAR CASERIO EL COBANO, CANTON LAS PIEDRAS",SANTA ANA,METAPÁN
-89.4610555555556,14.2897222222222,10356,CENTRO ESCOLAR CASERIO SAN DIEGO,SANTA ANA,METAPÁN
-89.4542222222222,14.2237222222222,10358,"CENTRO ESCOLAR CASERIO LA CONCHAGUA, CANTON LAS PIEDRAS",SANTA ANA,METAPÁN
-89.3718055555556,14.2827777777778,10359,CENTRO ESCOLAR CANTON SAN JUAN,SANTA ANA,METAPÁN
-89.5636944444444,13.97525,20068,ESCUELA INTERAMERICANA,SANTA ANA,SANTA ANA
-89.3763974973891,14.2916152301835,10360,CENTRO ESCOLAR EZEQUIEL GALDAMEZ,SANTA ANA,METAPÁN
-89.4027777777778,14.2419444444444,10363,CENTRO ESCOLAR CANTON SAN ANTONIO LA JUNTA,SANTA ANA,METAPÁN
-89.5134166666667,14.3614722222222,10365,CENTRO ESCOLAR AGUSTIN RIVAS VALDES,SANTA ANA,METAPÁN
-89.4024722222222,14.3623888888889,10366,CENTRO ESCOLAR CANTON SAN JOSE INGENIO,SANTA ANA,METAPÁN
-89.3979759485457,14.2755306676607,10368,CENTRO ESCOLAR CANTON TAHUILAPA,SANTA ANA,METAPÁN
-89.4457222222222,14.3301111111111,10369,CENTRO ESCOLAR RODRIGO J. LEIVA,SANTA ANA,METAPÁN
-89.4477777777778,14.3358888888889,10370,CENTRO ESCOLAR LUZ GOMEZ,SANTA ANA,METAPÁN
-89.4436388888889,14.3311388888889,10371,CENTRO ESCOLAR REPUBLICA DE GUATEMALA,SANTA ANA,METAPÁN
-89.4464722222222,14.3300555555556,10372,ESCUELA DE EDUCACION PARVULARIA SOR JUANA INES DE LA CRUZ,SANTA ANA,METAPÁN
-89.5395277777778,14.3783888888889,10374,CENTRO ESCOLAR REPUBLICA DE MEXICO,SANTA ANA,METAPÁN
-89.4746388888889,14.2431666666667,10375,CENTRO ESCOLAR CASERIO EL DESAGUE,SANTA ANA,METAPÁN
-89.5499166666667,14.3249166666667,10376,CENTRO ESCOLAR HACIENDA OSTUA,SANTA ANA,METAPÁN
-89.442843591902,14.3292208523836,21415,COLEGIO REVERENDO SALOMON PORTILLO,SANTA ANA,METAPÁN
-89.4477726698151,14.3335185422658,21564,COLEGIO BILL GATES,SANTA ANA,METAPÁN
-89.5199166666667,14.3031111111111,60191,CENTRO ESCOLAR CASERIO LAS CONCHAS CANTON TECOMAPA,SANTA ANA,METAPÁN
-89.3973888888889,14.3522777777778,60192,"CENTRO ESCOLAR CASERIO CARRIZALILLO, CANTON CARRIZALILLO",SANTA ANA,METAPÁN
-89.3865555555556,14.3229166666667,60193,CENTRO ESCOLAR CANTON CAÑAS DULCES,SANTA ANA,METAPÁN
-89.4453611111111,14.29,60289,CENTRO ESCOLAR CASERIO VALLE NUEVO CANTON LAS PIEDRAS,SANTA ANA,METAPÁN
-89.5579166666667,13.9899166666667,20104,COLEGIO LA ESPERANZA,SANTA ANA,SANTA ANA
-89.39325,14.32425,60317,"CENTRO ESCOLAR CASERIO BUENAVISTA, CANTON SANTA RITA",SANTA ANA,METAPÁN
-89.3501111111111,14.3949722222222,62031,CENTRO ESCOLAR CASERIO HONDURITAS CANTON EL ROSARIO,SANTA ANA,METAPÁN
-89.3264722222222,14.3185277777778,62032,CENTRO ESCOLAR CASERIO EL PINAR CANTON MONTENEGRO,SANTA ANA,METAPÁN
-89.3175,14.3414722222222,62033,CENTRO ESCOLAR CASERIO SAN JOSE LAS CRUCES CANTON SAN MIGUEL INGENIO,SANTA ANA,METAPÁN
-89.5433055555555,14.3043055555556,62034,CENTRO ESCOLAR PROFESORA YESENIA LIZETH MOLINA DE SALINAS,SANTA ANA,METAPÁN
-89.3207777777778,14.2412777777778,62035,CENTRO ESCOLAR CASERIO LEMPA CANTON CUYUISCAT,SANTA ANA,METAPÁN
-89.3400555555556,14.2695277777778,62036,CENTRO ESCOLAR CASERIO LA PEÑA CANTON CUYUISCAT,SANTA ANA,METAPÁN
-89.3514491796723,14.2423891299649,62037,CENTRO ESCOLAR CASERIO LAGUNETAS CANTON LA CEIBITA,SANTA ANA,METAPÁN
-89.3400555555556,14.2695277777778,62038,CENTRO ESCOLAR CASERIO LAS MARIAS CANTON LA ISLA,SANTA ANA,METAPÁN
-89.4236111111111,14.3916944444444,62039,CENTRO ESCOLAR CASERIO LAS MESAS CANTON EL LIMO,SANTA ANA,METAPÁN
-89.7365833333333,13.7805,88022,CENTRO ESCOLAR CATOLICO PABLO SEXTO,SONSONATE,NAHUIZALCO
-89.4134639279048,14.2800878267341,62040,"CENTRO ESCOLAR CASERIO EL CUJE, CANTON TAHUILAPA",SANTA ANA,METAPÁN
-89.4286479131381,14.3057417788455,62041,CENTRO ESCOLAR CASERIO SAN CRISTOBAL CANTON EL CAPULIN,SANTA ANA,METAPÁN
-89.3334166666667,14.3435555555556,62042,CENTRO ESCOLAR CASERIO PIE DE LA CUESTA CANTON SAN MIGUEL INGENIO,SANTA ANA,METAPÁN
-89.5412222222222,14.3536666666667,62044,CENTRO ESCOLAR CASERIO EL AMATAL CANTON SAN JERONIMO,SANTA ANA,METAPÁN
-89.5391666666667,14.4079722222222,62045,"CENTRO ESCOLAR CASERIO GUAYABILLAS, CANTON SAN JERONIMO",SANTA ANA,METAPÁN
-89.30425,14.2661666666667,62046,CENTRO ESCOLAR CASERIO EL CERRON CANTON LAS PAVAS,SANTA ANA,METAPÁN
-89.4329722222222,14.4085555555556,62057,"CENTRO ESCOLAR CASERIO ANGUIATU, CANTON EL BRUJO",SANTA ANA,METAPÁN
-89.5781210376952,14.3890097517049,62053,"CENTRO ESCOLAR CASERIO PITA FLOJA, CANTON MATALAPA",SANTA ANA,METAPÁN
-89.4484884719849,14.1979456487276,62047,CENTRO ESCOLAR CASERIO VALLE NUEVO CANTON SAN ANTONIO MASAHUAT,SANTA ANA,METAPÁN
-89.4849557857514,14.1871178296634,62048,"CENTRO ESCOLAR CASERIO LAS CRUCES, CANTON BELEN GUIJAT",SANTA ANA,METAPÁN
-89.4615833333333,14.3010277777778,62049,CENTRO ESCOLAR CASERIO SANTA LUCIA CANTON SAN JOSE CAPULIN,SANTA ANA,METAPÁN
-89.4383888888889,14.22275,62050,CENTRO ESCOLAR CASERIO LAS LAJAS CANTON LAS PIEDRAS,SANTA ANA,METAPÁN
-89.4463611111111,14.2125833333333,62051,"CENTRO ESCOLAR CASERIO EL RODEO, CANTON LAS PIEDRAS",SANTA ANA,METAPÁN
-89.4951388888889,14.2664444444444,62052,"CENTRO ESCOLAR CASERIO LA AZACUALPA, CANTON LAS PIEDRAS",SANTA ANA,METAPÁN
-89.56125,13.9965555555556,21128,LICEO CRISTIANO EL SHADDAI,SANTA ANA,SANTA ANA
-89.5769722222222,14.4063055555556,62054,CENTRO ESCOLAR CANTON EL SHISTE,SANTA ANA,METAPÁN
-89.4712222222222,14.4255,62055,"CENTRO ESCOLAR CASERIO LOS QUIJADA, CANTON MALPASO",SANTA ANA,METAPÁN
-89.4931666666667,14.374,62056,"CENTRO ESCOLAR CASERIO LA CAÑADA, CANTON MAL PASO",SANTA ANA,METAPÁN
-89.4920277777778,14.2234722222222,86155,CENTRO ESCOLAR CASERIO COLONIA SAN FRANCISCO CANTON BELEN GUIJAT,SANTA ANA,METAPÁN
-89.2847777777778,14.2954444444444,86156,CENTRO ESCOLAR CANTON SAN JOSE CAMULIAN,SANTA ANA,METAPÁN
-89.5531111111111,14.4032222222222,86272,CENTRO ESCOLAR CASERIO LA CAÑADA CANTON SAN JERONIMO,SANTA ANA,METAPÁN
-89.33375,14.3905555555556,86274,CENTRO ESCOLAR CASERIO EL GUAMICAR CANTON EL ROSARIO,SANTA ANA,METAPÁN
-89.3141666666667,14.2912222222222,86275,"CENTRO ESCOLAR CASERIO PILETAS, CANTON MONTENEGRO",SANTA ANA,METAPÁN
-89.2929722222222,14.2651666666667,86276,"CENTRO ESCOLAR CASERIO LAS PAVAS, CANTON LAS PAVAS",SANTA ANA,METAPÁN
-89.3005277777778,14.2747222222222,86277,CENTRO ESCOLAR CASERIO LA CUMBRE CANTON LAS PAVAS,SANTA ANA,METAPÁN
-89.4011666666667,14.3765555555556,86278,"CENTRO ESCOLAR CASERIO MAJADITAS, CANTON SAN JOSE INGENIO",SANTA ANA,METAPÁN
-89.5541666666667,14.0016666666667,10476,ESCUELA DE EDUCACION PARVULARIA SANTA ANA,SANTA ANA,SANTA ANA
-89.3532222222222,14.3590833333333,86279,"CENTRO ESCOLAR CASERIO EL PINALITO, CANTON SAN MIGUEL INGENIO",SANTA ANA,METAPÁN
-89.4794166666667,14.3238888888889,86280,"CENTRO ESCOLAR CASERIO AGUA FRIA , CANTON TECOMAPA",SANTA ANA,METAPÁN
-89.3439166666667,14.2356388888889,86281,CENTRO ESCOLAR CASERIO PIEDRA PARADA,SANTA ANA,METAPÁN
-89.4733888888889,14.3064722222222,86282,CENTRO ESCOLAR CASERIO ARENAL DE PACHECO CANTON LAS PIEDRAS,SANTA ANA,METAPÁN
-89.3083611111111,14.3128333333333,86349,CENTRO ESCOLAR CANTON MONTENEGRO,SANTA ANA,METAPÁN
-89.3276111111111,14.3036111111111,86350,"CENTRO ESCOLAR CASERIO QUEBRADA DE AGUA, CANTON MONTENEGRO",SANTA ANA,METAPÁN
-89.5043055555556,14.3188333333333,86351,"COMPLEJO EDUCATIVO CASERIO SAN MIGUELITO, CANTON TECOMAPA",SANTA ANA,METAPÁN
-89.3598611111111,14.3493888888889,86473,"CENTRO ESCOLAR CASERIO PLAN GRANDE, CANTON EL ROSARIO",SANTA ANA,METAPÁN
-89.3954166666667,14.2325555555556,86474,CENTRO ESCOLAR CASERIO TONCONTIN CANTON SAN ANTONIO LA JUNTA,SANTA ANA,METAPÁN
-89.4029444444444,14.4424722222222,86475,CENTRO ESCOLAR PROFESORA MONICA DEL CARMEN MELARA DE BENAVIDES,SANTA ANA,METAPÁN
